,Code,Name,Country,Exchange,Currency,Type,Isin
4247,SMFL,Smart for Life Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US83204U5092
4248,SMH,VanEck Semiconductor ETF,USA,NASDAQ,USD,ETF,US92189F6768
4249,SMID,Smith-Midland Corp,USA,NASDAQ,USD,Common Stock,US8321561032
4250,SMLR,Semler Scientific Inc,USA,NASDAQ,USD,Common Stock,US81684M1045
4251,SMMF,Summit Financial Group Inc,USA,NASDAQ,USD,Common Stock,US86606G1013
4252,SMMT,Summit Therapeutics PLC,USA,NASDAQ,USD,Common Stock,US86627T1088
4253,SMPL,Simply Good Foods Co,USA,NASDAQ,USD,Common Stock,US82900L1026
4254,SMRI,Bushido Capital US Equity ETF,USA,NASDAQ,USD,ETF,
4255,SMSI,Smith Micro Software Inc,USA,NASDAQ,USD,Common Stock,US8321542073
4256,SMTC,Semtech Corporation,USA,NASDAQ,USD,Common Stock,US8168501018
4257,SMTI,Sanara Medtech Inc,USA,NASDAQ,USD,Common Stock,US79957L1008
4258,SMX,SMX (Security Matters) Public Limited Company,USA,NASDAQ,USD,Common Stock,
4259,SMXT,Solarmax Technology Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
4260,SMXWW,SMX (Security Matters) Public Limited Company Warrant,USA,NASDAQ,USD,Common Stock,
4261,SNAL,Snail Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
4262,SNAX,Stryve Foods Inc,USA,NASDAQ,USD,Common Stock,US8636851037
4263,SNAXW,Stryve Foods Inc,USA,NASDAQ,USD,Common Stock,
4264,SNBR,Sleep Number Corp,USA,NASDAQ,USD,Common Stock,US83125X1037
4265,SNCE,Science 37 Holdings Inc,USA,NASDAQ,USD,Common Stock,US8086441081
4266,SNCR,Synchronoss Technologies Inc,USA,NASDAQ,USD,Common Stock,US87157B1035
4267,SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,USA,NASDAQ,USD,Common Stock,
4268,SNCY,Sun Country Airlines Holdings Inc,USA,NASDAQ,USD,Common Stock,US8666831057
4269,SND,Smart Sand Inc,USA,NASDAQ,USD,Common Stock,US83191H1077
4270,SNDL,SNDL Inc.,USA,NASDAQ,USD,Common Stock,CA83307B1013
4271,SNDX,Syndax Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US87164F1057
4272,SNES,SenesTech Inc,USA,NASDAQ,USD,Common Stock,US81720R2085
4273,SNEX,Stonex Group Inc,USA,NASDAQ,USD,Common Stock,US8618961085
4274,SNFCA,Security National Financial,USA,NASDAQ,USD,Common Stock,US8147853092
4275,SNGX,Soligenix Inc,USA,NASDAQ,USD,Common Stock,US8342233074
4276,SNOA,Sonoma Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US83558L2043
4277,SNPO,Snap One Holdings Corp,USA,NASDAQ,USD,Common Stock,US83303Y1055
4278,SNPS,Synopsys Inc,USA,NASDAQ,USD,Common Stock,US8716071076
4279,SNPX,Synaptogenix Inc,USA,NASDAQ,USD,Common Stock,US87167T2015
4280,SNSE,Sensei Biotherapeutics Inc,USA,NASDAQ,USD,Common Stock,US81728A1088
4281,SNSR,Global X Internet of Things ETF,USA,NASDAQ,USD,ETF,US37954Y7803
4282,SNT,Senstar Technologies Ltd,USA,NASDAQ,USD,Common Stock,IL0010829161
4283,SNTG,Sentage Holdings Inc,USA,NASDAQ,USD,Common Stock,KYG8062B1068
4284,SNTI,Senti Biosciences Inc,USA,NASDAQ,USD,Common Stock,US81726A1007
4285,SNY,Sanofi ADR,USA,NASDAQ,USD,Common Stock,US80105N1054
4286,SOBR,Sobr Safe Inc,USA,NASDAQ,USD,Common Stock,US8335922071
4287,SOCL,Global X Social Media ETF,USA,NASDAQ,USD,ETF,US37950E4162
4288,SOFI,SoFi Technologies Inc.,USA,NASDAQ,USD,Common Stock,US83406F1021
4289,SOFO,Sonic Foundry Inc,USA,NASDAQ,USD,Common Stock,US83545R2076
4290,SOGP,Lizhi Inc,USA,NASDAQ,USD,Common Stock,
4291,SOHO,Sotherly Hotels Inc,USA,NASDAQ,USD,Common Stock,US83600C1036
4292,SOHOB,Sotherly Hotels Inc Series B Pref,USA,NASDAQ,USD,Common Stock,US83600C3016
4293,SOHON,Sotherly Hotels Inc PR,USA,NASDAQ,USD,Preferred Stock,US83600C5094
4294,SOHOO,Sotherly Hotels Inc Pref,USA,NASDAQ,USD,Preferred Stock,US83600C4006
4295,SOHU,Sohu.Com Inc,USA,NASDAQ,USD,Common Stock,US83410S1087
4296,SOLO,Electrameccanica Vehicles Corp,USA,NASDAQ,USD,Common Stock,CA2848492054
4297,SOND,Sonder Holdings Inc,USA,NASDAQ,USD,Common Stock,US83542D1028
4298,SONDW,Sonder Holdings Inc,USA,NASDAQ,USD,Common Stock,
4299,SONM,Sonim Technologies Inc,USA,NASDAQ,USD,Common Stock,US83548F2002
4300,SONN,Sonnet Biotherapeutics Holdings Inc,USA,NASDAQ,USD,Common Stock,US83548R1059
4301,SONO,Sonos Inc,USA,NASDAQ,USD,Common Stock,US83570H1086
4302,SOPA,Society Pass Inc,USA,NASDAQ,USD,Common Stock,US83370P1021
4303,SOPH,Sophia Genetics SA,USA,NASDAQ,USD,Common Stock,CH1125843347
4304,SOTK,Sono-Tek Corp,USA,NASDAQ,USD,Common Stock,US8354831088
4305,SOUN,SoundHound AI Inc,USA,NASDAQ,USD,Common Stock,US8361001071
4306,SOUNW,SoundHound AI Inc.,USA,NASDAQ,USD,Common Stock,
4307,SOVO,Sovos Brands Inc,USA,NASDAQ,USD,Common Stock,US84612U1079
4308,SOXQ,Invesco PHLX Semiconductor ETF,USA,NASDAQ,USD,ETF,US46138G6153
4309,SOXX,iShares Semiconductor ETF,USA,NASDAQ,USD,ETF,US4642875235
4310,SP,SP Plus Corp,USA,NASDAQ,USD,Common Stock,US78469C1036
4311,SPAM,Themes Cybersecurity ETF,USA,NASDAQ,USD,ETF,
4312,SPAQ,Horizon Kinetics SPAC Active ETF,USA,NASDAQ,USD,ETF,US53656G5559
4313,SPBC,Simplify U.S. Equity PLUS GBTC ETF,USA,NASDAQ,USD,ETF,US82889N8487
4314,SPC,CrossingBridge Pre-Merger SPAC ETF,USA,NASDAQ,USD,ETF,US89834G7786
4315,SPCB,Supercom Ltd,USA,NASDAQ,USD,Common Stock,IL0010830961
4316,SPCX,SPAC and New Issue ETF,USA,NASDAQ,USD,ETF,US19423L6728
4317,SPEC,Spectaire Holdings Inc.,USA,NASDAQ,USD,Common Stock,
4318,SPECW,Spectaire Holdings Inc.,USA,NASDAQ,USD,Common Stock,
4319,SPFI,South Plains Financial Inc,USA,NASDAQ,USD,Common Stock,US83946P1075
4320,SPGC,Sacks Parente Golf Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
4321,SPI,SPI Energy Co Ltd,USA,NASDAQ,USD,Common Stock,KYG8651P1101
4322,SPKL,Spark I Acquisition Corp. Class A Ordinary Share,USA,NASDAQ,USD,Common Stock,
4323,SPKLU,Spark I Acquisition Corp. Unit,USA,NASDAQ,USD,Common Stock,
4324,SPKLW,Spark I Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
4325,SPLK,Splunk Inc,USA,NASDAQ,USD,Common Stock,US8486371045
4326,SPNS,Sapiens International Corporation NV,USA,NASDAQ,USD,Common Stock,KYG7T16G1039
4327,SPOK,Spok Holdings Inc,USA,NASDAQ,USD,Common Stock,US84863T1060
4328,SPPL,SIMPPLE LTD. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
4329,SPRB,Spruce Biosciences Inc,USA,NASDAQ,USD,Common Stock,US85209E1091
4330,SPRC,Scisparc Ltd,USA,NASDAQ,USD,Common Stock,IL0010951403
4331,SPRO,Spero Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US84833T1034
4332,SPRX,Spear Alpha ETF,USA,NASDAQ,USD,ETF,US53656F3837
4333,SPRY,Silverback Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US82835W1080
4334,SPSC,SPS Commerce Inc,USA,NASDAQ,USD,Common Stock,US78463M1071
4335,SPT,Sprout Social Inc,USA,NASDAQ,USD,Common Stock,US85209W1099
4336,SPTN,SpartanNash Co,USA,NASDAQ,USD,Common Stock,US8472151005
4337,SPWH,Sportsmans,USA,NASDAQ,USD,Common Stock,US84920Y1064
4338,SPWR,SunPower Corporation,USA,NASDAQ,USD,Common Stock,US8676524064
4339,SQFT,Presidio Property Trust,USA,NASDAQ,USD,Common Stock,US74102L3033
4340,SQFTP,Presidio Property Trust Inc Preferred Series D,USA,NASDAQ,USD,Preferred Stock,US74102L4023
4341,SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,USA,NASDAQ,USD,Common Stock,
4342,SQLLW,SeqLL Inc. Warrant,USA,NASDAQ,USD,Common Stock,
4343,SQLV,Royce Quant Small-Cap Quality Value ETF,USA,NASDAQ,USD,ETF,US52468L8770
4344,SQQQ,ProShares UltraPro Short QQQ,USA,NASDAQ,USD,ETF,US74347G4322
4345,SRAD,Sportradar Group AG,USA,NASDAQ,USD,Common Stock,CH1134239669
4346,SRAX,SRAX Inc,USA,NASDAQ,USD,Common Stock,US78472M1062
4347,SRBK,SR Bancorp Inc. Common stock,USA,NASDAQ,USD,Common Stock,
4348,SRCE,1st Source Corporation,USA,NASDAQ,USD,Common Stock,US3369011032
4349,SRCL,Stericycle Inc,USA,NASDAQ,USD,Common Stock,US8589121081
4350,SRDX,SurModics Inc,USA,NASDAQ,USD,Common Stock,US8688731004
4351,SRET,Global X SuperDividend® REIT ETF,USA,NASDAQ,USD,ETF,US37950E1275
4352,SRM,SRM Entertainment Inc.,USA,NASDAQ,USD,Common Stock,
4353,SRPT,Sarepta Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US8036071004
4354,SRRIX,Stone Ridge Reinsurance Risk Premium Interval Fund,USA,NASDAQ,USD,FUND,
4355,SRRK,Scholar Rock Holding Corp,USA,NASDAQ,USD,Common Stock,US80706P1030
4356,SRTS,Sensus Healthcare Inc,USA,NASDAQ,USD,Common Stock,US81728J1097
4357,SRZN,Surrozen Inc,USA,NASDAQ,USD,Common Stock,US86889P1093
4358,SRZNW,Surrozen Inc. Warrant,USA,NASDAQ,USD,Common Stock,
4359,SSB,South State Corp,USA,NASDAQ,USD,Common Stock,US8404411097
4360,SSBI,Summit State Bank,USA,NASDAQ,USD,Common Stock,US8662642037
4361,SSBK,Southern States Bancshares Inc,USA,NASDAQ,USD,Common Stock,US8438783073
4362,SSIC,Silver Spike Investment Corp,USA,NASDAQ,USD,Common Stock,US8281741020
4363,SSKN,STRATA Skin Sciences Inc,USA,NASDAQ,USD,Common Stock,US86272A2069
4364,SSNC,SS&C Technologies Holdings Inc,USA,NASDAQ,USD,Common Stock,US78467J1007
4365,SSNT,SilverSun Technologies Inc,USA,NASDAQ,USD,Common Stock,US82846H2076
4366,SSP,E. W. Scripps Co Class A,USA,NASDAQ,USD,Common Stock,US8110544025
4367,SSRM,SSR Mining Inc,USA,NASDAQ,USD,Common Stock,CA7847301032
4368,SSSS,SuRo Capital Corp,USA,NASDAQ,USD,Common Stock,US86887Q1094
4369,SSSSL,SuRo Capital Corp. 6.00% Notes due 2026,USA,NASDAQ,USD,Common Stock,
4370,SSTI,Shotspotter Inc,USA,NASDAQ,USD,Common Stock,US82536T1079
4371,SSYS,Stratasys Ltd,USA,NASDAQ,USD,Common Stock,IL0011267213
4372,STAA,STAAR Surgical Company,USA,NASDAQ,USD,Common Stock,US8523123052
4373,STAF,Staffing 360 Solutions Inc,USA,NASDAQ,USD,Common Stock,US8523875057
4374,STBA,S&T Bancorp Inc,USA,NASDAQ,USD,Common Stock,US7838591011
4375,STBX,Starbox Group Holdings Ltd. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
4376,STCN,Steel Connect Inc,USA,NASDAQ,USD,Common Stock,US8580981061
4377,STEP,Stepstone Group Inc,USA,NASDAQ,USD,Common Stock,US85914M1071
4378,STER,Sterling Check Corp,USA,NASDAQ,USD,Common Stock,US85917T1097
4379,STGW,Stagwell Inc,USA,NASDAQ,USD,Common Stock,US85256A1097
4380,STHO,Star Holdings,USA,NASDAQ,USD,Common Stock,US85512G1067
4381,STI,Solidion Technology Inc.,USA,NASDAQ,USD,Common Stock,
4382,STIM,Neuronetics Inc,USA,NASDAQ,USD,Common Stock,US64131A1051
4383,STIX,Semantix Inc.,USA,NASDAQ,USD,Common Stock,
4384,STIXW,Semantix Inc.,USA,NASDAQ,USD,Common Stock,
4385,STKH,Steakholder Foods Ltd,USA,NASDAQ,USD,Common Stock,
4386,STKL,SunOpta Inc.,USA,NASDAQ,USD,Common Stock,CA8676EP1086
4387,STKS,One Group Hospitality Inc,USA,NASDAQ,USD,Common Stock,US88338K1034
4388,STLD,Steel Dynamics Inc,USA,NASDAQ,USD,Common Stock,US8581191009
4389,STNE,StoneCo Ltd,USA,NASDAQ,USD,Common Stock,KYG851581069
4390,STOK,Stoke Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US86150R1077
4391,STRA,Strategic Education Inc,USA,NASDAQ,USD,Common Stock,US86272C1036
4392,STRC,Sarcos Technology and Robotics,USA,NASDAQ,USD,Common Stock,US80359A1060
4393,STRCW,Sarcos Technology and Robotics Corporation Warrants,USA,NASDAQ,USD,Common Stock,
4394,STRL,Sterling Construction Company Inc,USA,NASDAQ,USD,Common Stock,US8592411016
4395,STRM,Streamline Health Solutions Inc,USA,NASDAQ,USD,Common Stock,US86323X1063
4396,STRO,Sutro Biopharma,USA,NASDAQ,USD,Common Stock,US8693671021
4397,STRR,Star Equity Holdings Inc,USA,NASDAQ,USD,Common Stock,US85513Q1031
4398,STRRP,Star Equity Holdings Prf,USA,NASDAQ,USD,Preferred Stock,US85513Q2021
4399,STRS,Stratus Properties Inc,USA,NASDAQ,USD,Common Stock,US8631672016
4400,STRT,Strattec Security Corporation,USA,NASDAQ,USD,Common Stock,US8631111007
4401,STSS,Sharps Technology Inc,USA,NASDAQ,USD,Common Stock,US82003F1012
4402,STSSW,Sharps Technology Inc. Warrant,USA,NASDAQ,USD,Common Stock,
4403,STTK,Shattuck Labs Inc,USA,NASDAQ,USD,Common Stock,US82024L1035
4404,STX,Seagate Technology PLC,USA,NASDAQ,USD,Common Stock,IE00BKVD2N49
4405,STXD,Strive 1000 Dividend Growth ETF,USA,NASDAQ,USD,ETF,US02072L5811
4406,STXG,Strive 1000 Growth ETF,USA,NASDAQ,USD,ETF,US02072L6157
4407,STXK,Strive 2000 ETF,USA,NASDAQ,USD,ETF,US02072L5738
4408,STXV,Strive 1000 Value ETF,USA,NASDAQ,USD,ETF,US02072L5993
4409,SUGP,SU Group Holdings Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
4410,SUPN,Supernus Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US8684591089
4411,SURG,Surgepays Inc,USA,NASDAQ,USD,Common Stock,US86882L2043
4412,SURGW,SurgePays Inc. Warrant,USA,NASDAQ,USD,Common Stock,
4413,SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,USA,NASDAQ,USD,ETF,US46435G2434
4414,SUSC,iShares ESG USD Corporate Bond ETF,USA,NASDAQ,USD,ETF,US46435G1931
4415,SUSL,iShares ESG MSCI USA Leaders ETF,USA,NASDAQ,USD,ETF,US46435U2188
4416,SVA,Sinovac Biotech Ltd,USA,NASDAQ,USD,Common Stock,AGP8696W1045
4417,SVC,Service Properties Trust,USA,NASDAQ,USD,Common Stock,US81761L1026
4418,SVFD,Save Foods Inc,USA,NASDAQ,USD,Common Stock,US80512Q3039
4419,SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
4420,SVIIR,Spring Valley Acquisition Corp. II Rights,USA,NASDAQ,USD,Common Stock,
4421,SVIIU,Spring Valley Acquisition Corp. II Unit,USA,NASDAQ,USD,Unit,
4422,SVIIW,Spring Valley Acquisition Corp. II Warrant,USA,NASDAQ,USD,Common Stock,
4423,SVMH,SRIVARU Holding Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
4424,SVMHW,SRIVARU Holding Limited Warrant,USA,NASDAQ,USD,Common Stock,
4425,SVRA,Savara Inc,USA,NASDAQ,USD,Common Stock,US8051111016
4426,SVRE,SaverOne 2014 Ltd. American Depositary Shares,USA,NASDAQ,USD,Common Stock,US80516T1051
4427,SVREW,SaverOne 2014 Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
4428,SWAG,Software Acquisition Group III Inc,USA,NASDAQ,USD,Common Stock,US83407J1034
4429,SWAGW,Software Acquisition Group Inc. III Warrant,USA,NASDAQ,USD,Common Stock,
4430,SWAV,Shockwave Medical Inc,USA,NASDAQ,USD,Common Stock,US82489T1043
4431,SWBI,Smith & Wesson Brands Inc,USA,NASDAQ,USD,Common Stock,US8317541063
4432,SWIM,Latham Group Inc,USA,NASDAQ,USD,Common Stock,US51819L1070
4433,SWIN,Solowin Holdings Ordinary Share,USA,NASDAQ,USD,Common Stock,
4434,SWKH,SWK Holdings Corp,USA,NASDAQ,USD,Common Stock,US78501P2039
4435,SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,USA,NASDAQ,USD,Common Stock,
4436,SWKS,Skyworks Solutions Inc,USA,NASDAQ,USD,Common Stock,US83088M1027
4437,SWSS,Springwater Special Situations Corp,USA,NASDAQ,USD,Common Stock,US85205U1079
4438,SWSSU,Springwater Special Situations Corp Unit,USA,NASDAQ,USD,Unit,US85205U2069
4439,SWSSW,Springwater Special Situations Corp. Warrant,USA,NASDAQ,USD,Common Stock,
4440,SWTX,SpringWorks Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US85205L1070
4441,SWVL,Swvl Holdings Corp,USA,NASDAQ,USD,Common Stock,VGG863021090
4442,SWVLW,Swvl Holdings Corp Warrant,USA,NASDAQ,USD,Common Stock,
4443,SXTC,China SXT Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,VGG2161P1320
4444,SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
4445,SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,USA,NASDAQ,USD,Common Stock,
4446,SY,So-Young International Inc,USA,NASDAQ,USD,Common Stock,US83356Q1085
4447,SYBT,Stock Yards Bancorp Inc,USA,NASDAQ,USD,Common Stock,US8610251048
4448,SYBX,Synlogic Inc,USA,NASDAQ,USD,Common Stock,US87166L1008
4449,SYM,Symbotic Inc,USA,NASDAQ,USD,Common Stock,US87151X1019
4450,SYNA,Synaptics Incorporated,USA,NASDAQ,USD,Common Stock,US87157D1090
4451,SYPR,Sypris Solutions Inc,USA,NASDAQ,USD,Common Stock,US8716551069
4452,SYRA,Syra Health Corp. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
4453,SYRE,Spyre Therapeutics Inc.,USA,NASDAQ,USD,Common Stock,
4454,SYRS,Syros Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US87184Q1076
4455,SYT,SYLA Technologies Co. Ltd. American Depositary Shares,USA,NASDAQ,USD,Common Stock,
4456,SYTA,Siyata Mobile Inc,USA,NASDAQ,USD,Common Stock,CA83013Q5095
4457,SYTAW,Siyata Mobile Inc,USA,NASDAQ,USD,Common Stock,CA83013Q1524
4458,SZZL,Sizzle Acquisition Corp,USA,NASDAQ,USD,Common Stock,US83014E1091
4459,SZZLU,Sizzle Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US83014E2081
4460,SZZLW,Sizzle Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
4461,TACT,TransAct Technologies Incorporated,USA,NASDAQ,USD,Common Stock,US8929181035
4462,TAIT,Taitron Components Incorporated,USA,NASDAQ,USD,Common Stock,US8740281030
4463,TALK,Talkspace Inc,USA,NASDAQ,USD,Common Stock,US87427V1035
4464,TALKW,Talkspace Inc,USA,NASDAQ,USD,Common Stock,
4465,TANH,Tantech Holdings Ltd,USA,NASDAQ,USD,Common Stock,VGG8675X1235
4466,TAOP,Taoping Inc,USA,NASDAQ,USD,Common Stock,VGG8675V1195
4467,TARA,Protara Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US74365U1079
4468,TARK,AXS 2X Innovation ETF,USA,NASDAQ,USD,ETF,US46144X8838
4469,TARS,Tarsus Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US87650L1035
4470,TASK,Taskus Inc,USA,NASDAQ,USD,Common Stock,US87652V1098
4471,TAST,Carrols Restaurant Group Inc,USA,NASDAQ,USD,Common Stock,US14574X1046
4472,TATT,Tat Techno,USA,NASDAQ,USD,Common Stock,IL0010827264
4473,TAYD,Taylor Devices Inc,USA,NASDAQ,USD,Common Stock,US8771631053
4474,TBBK,The Bancorp Inc,USA,NASDAQ,USD,Common Stock,US05969A1051
4475,TBIL,Rbb Fund Inc - Us Treasury 3 Month Bill ETF,USA,NASDAQ,USD,ETF,US74933W4520
4476,TBIO,Telesis Bio Inc.,USA,NASDAQ,USD,Common Stock,
4477,TBLA,Taboola,USA,NASDAQ,USD,Common Stock,IL0011754137
4478,TBLAW,Taboola.com Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
4479,TBLD,Thornburg Income Builder Opportunities Trust Common Stock,USA,NASDAQ,USD,Common Stock,
4480,TBLT,Toughbuilt Industries Inc,USA,NASDAQ,USD,Common Stock,US89157G8841
4481,TBMC,Trailblazer Merger Corporation I Class A Common Stock,USA,NASDAQ,USD,Common Stock,
4482,TBMCR,Trailblazer Merger Corporation I Rights,USA,NASDAQ,USD,Common Stock,
4483,TBNK,Territorial Bancorp Inc,USA,NASDAQ,USD,Common Stock,US88145X1081
4484,TBPH,Theravance Biopharma Inc,USA,NASDAQ,USD,Common Stock,KYG8807B1068
4485,TBRG,TruBridge Inc.,USA,NASDAQ,USD,Common Stock,US2053061030
4486,TC,TuanChe ADR,USA,NASDAQ,USD,Common Stock,US89856T2033
4487,TCBC,TC Bancshares Inc,USA,NASDAQ,USD,Common Stock,US87224V1089
4488,TCBI,Texas Capital Bancshares Inc,USA,NASDAQ,USD,Common Stock,US88224Q1076
4489,TCBIO,Texas Capital Bancshares Inc,USA,NASDAQ,USD,Preferred Stock,
4490,TCBK,TriCo Bancshares,USA,NASDAQ,USD,Common Stock,US8960951064
4491,TCBP,TC BioPharm Holdings PLC,USA,NASDAQ,USD,Common Stock,US87807D1037
4492,TCBPW,TC BioPharm (Holdings) plc Warrants,USA,NASDAQ,USD,Common Stock,
4493,TCBS,Texas Community Bancshares Inc,USA,NASDAQ,USD,Common Stock,US88231Q1085
4494,TCBX,Third Coast Bancshares Inc,USA,NASDAQ,USD,Common Stock,US88422P1093
4495,TCHI,iShares MSCI China Multisector Tech ETF,USA,NASDAQ,USD,ETF,US46436E4290
4496,TCJH,Top KingWin Ltd Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
4497,TCMD,Tactile Systems Technology Inc,USA,NASDAQ,USD,Common Stock,US87357P1003
4498,TCOM,Trip.com Group Ltd ADR,USA,NASDAQ,USD,Common Stock,US89677Q1076
4499,TCON,TRACON Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US89237H2094
4500,TCPC,BlackRock TCP Capital Corp,USA,NASDAQ,USD,Common Stock,US09259E1082
4501,TCRT,Alaunos Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US98973P1012
4502,TCRX,Tscan Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US89854M1018
4503,TCTM,Tarena International Inc,USA,NASDAQ,USD,Common Stock,
4504,TCX,Tucows Inc.,USA,NASDAQ,USD,Common Stock,US8986972060
4505,TDI,Touchstone Dynamic International ETF,USA,NASDAQ,USD,ETF,US8794338520
4506,TDIV,First Trust NASDAQ Technology Dividend Index Fund,USA,NASDAQ,USD,ETF,US33738R1187
4507,TDS-PV,Telephone and Data Systems Inc.,USA,NASDAQ,USD,Preferred Stock,
4508,TDSB,Cabana Target Drawdown 7 ETF,USA,NASDAQ,USD,ETF,US30151E7233
4509,TDSC,Cabana Target Drawdown 10 ETF,USA,NASDAQ,USD,ETF,US30151E7159
4510,TDUP,ThredUp Inc,USA,NASDAQ,USD,Common Stock,US88556E1029
4511,TDW-WT,Tidewater Inc,USA,NASDAQ,USD,Common Stock,
4512,TEAM,Atlassian Corp Plc,USA,NASDAQ,USD,Common Stock,US0494681010
4513,TECH,Bio-Techne Corp,USA,NASDAQ,USD,Common Stock,US09073M1045
4514,TECTP,Tectonic Financial Inc PR,USA,NASDAQ,USD,Preferred Stock,US87217L2088
4515,TEDU,Tarena Intl Adr,USA,NASDAQ,USD,Common Stock,US8761081012
4516,TELA,Tela Bio Inc,USA,NASDAQ,USD,Common Stock,US8723811084
4517,TELO,"Telomir Pharmaceuticals, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
4518,TENB,Tenable Holdings Inc,USA,NASDAQ,USD,Common Stock,US88025T1025
4519,TENK,TenX Keane Acquisition Ordinary Share,USA,NASDAQ,USD,Common Stock,
4520,TENKR,TenX Keane Acquisition Right,USA,NASDAQ,USD,Common Stock,
4521,TENKU,TenX Keane Acquisition Unit,USA,NASDAQ,USD,Unit,
4522,TENX,Tenax Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US88032L2097
4523,TER,Teradyne Inc,USA,NASDAQ,USD,Common Stock,US8807701029
4524,TERN,Terns Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US8808811074
4525,TETE,Technology & Telecommunication,USA,NASDAQ,USD,Common Stock,KYG871191063
4526,TETEU,Technology & Telecommunication Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG871191220
4527,TETEW,Technology & Telecommunication Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
4528,TFC-PO,Truist Financial Corporation,USA,NASDAQ,USD,Preferred Stock,
4529,TFC-PR,Truist Financial Corporation,USA,NASDAQ,USD,Preferred Stock,
4530,TFFP,Tff Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US87241J1043
4531,TFIN,Triumph Financial Inc,USA,NASDAQ,USD,Common Stock,US89679E3009
4532,TFINP,Triumph Financial Inc,USA,NASDAQ,USD,Common Stock,US89679E3009
4533,TFSL,TFS Financial Corporation,USA,NASDAQ,USD,Common Stock,US87240R1077
4534,TGAA,Target Global Acquisition I Corp,USA,NASDAQ,USD,Common Stock,KYG8675N1097
4535,TGAAU,Target Global Acquisition I Corp Unit,USA,NASDAQ,USD,Unit,KYG8675N1170
4536,TGAAW,Target Global Acquisition I Corp. Warrant,USA,NASDAQ,USD,Common Stock,
4537,TGAN,Transphorm Technology Inc,USA,NASDAQ,USD,Common Stock,US89386L1008
4538,TGH-PA,Textainer Group Holdings Limited,USA,NASDAQ,USD,Preferred Stock,
4539,TGH-PB,Textainer Group Holdings Limited,USA,NASDAQ,USD,Preferred Stock,
4540,TGL,Treasure Global Inc.,USA,NASDAQ,USD,Common Stock,
4541,TGTX,TG Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US88322Q1085
4542,TGVC,TG Venture Acquisition Corp,USA,NASDAQ,USD,Common Stock,US87251T1097
4543,TGVCU,TG Venture Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US87251T2087
4544,TGVCW,TG Venture Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
4545,TH,Target Hospitality Corp,USA,NASDAQ,USD,Common Stock,US87615L1070
4546,THAR,Tharimmune Inc.,USA,NASDAQ,USD,Common Stock,
4547,THCH,TH International Limited,USA,NASDAQ,USD,Common Stock,
4548,THCHW,TH International Limited,USA,NASDAQ,USD,Common Stock,
4549,THCP,Thunder Bridge Capital Partners IV Inc,USA,NASDAQ,USD,Common Stock,US88605L1070
